id,title,comment_count,upvote_count,view_count,rating_count,average_rating,share_count,exit_count,created_at,username,interaction_type,engagement_score,interaction_rate,category_id,video_link
1298,Is $BOME Token Halal_ Is $BOME Token Shariah Compliant_ #shorts #crypto #halalcrypto,0,5,93,2,13,0,205,2024-10-05 07:44:44,kinha,rate,-1.1382978723404256,0.05319148936170213,22,https://video-cdn.socialverseapp.com/kinha_75a2d5c5-a4d4-43e6-a684-d19a7ed94f42.mp4
1290,Solana's MYRO Takes the Meme Coin Throne in SHOCKING Upset,0,14,86,4,19,0,59,2024-10-05 07:23:47,kinha,rate,0.47126436781609193,0.16091954022988506,22,https://video-cdn.socialverseapp.com/kinha_86c3c585-fed3-481d-bbfa-86afebf3c537.mp4
1252,Solana is heading up 📈,0,72,114,4,15,0,164,2024-09-12 12:19:57,michaeldadziie,rate,0.19130434782608696,0.6260869565217392,22,https://video-cdn.socialverseapp.com/michaeldadziie_1b4c42b4-cebd-47ad-a06c-1739196154fd.mp4
1257,Take part #solana #cryptonews,0,57,81,4,14,0,146,2024-09-12 12:44:38,kinha,rate,-0.0975609756097561,0.6951219512195121,22,https://video-cdn.socialverseapp.com/kinha_f8396b18-a2e4-42ac-bb6a-43b10c79e25b.mp4
816,The story of prophet Elijah proving who the real God is,0,49,55,11,45,1,0,2024-04-09 09:38:16,kinha,rate,1.8571428571428572,0.875,2,https://video-cdn.socialverseapp.com/kinha_a2cbf09c-c16e-48e9-a88c-49f0234f756e.mp4
1246,“The Blame Game…” 🤍 - Sara Al Madani - Credits_ On a Mission - #lifeadvices #lifequote #mindsetgrowth #mindsetmatter #realtalks #saraalmadani #blamegame,1,70,68,5,35,3,41,2024-09-03 16:07:45,kinha,rate,1.4057971014492754,1.0144927536231885,2,https://video-cdn.socialverseapp.com/kinha_ff00524d-291c-40bd-820d-a16d58c4ec9c.mp4
1223,"As you rise in human maturity, you’ll be less interested in trivial pursuits.And you will ascend toward a happiness that knows few bounds. And a peace that requires no luxuries",0,23,86,1,22,0,40,2024-09-01 17:29:22,kinha,rate,0.7931034482758621,0.26436781609195403,2,https://video-cdn.socialverseapp.com/kinha_892d3c4f-4724-46ed-894d-2302227ca10f.mp4
1253,Replying to @Thomas darya You are right for some! #pepe #crypto #memecoins,0,42,94,6,16,0,113,2024-09-12 12:38:46,kinha,rate,0.24210526315789474,0.4421052631578947,22,https://video-cdn.socialverseapp.com/kinha_006adc2b-a5b3-4097-83db-594588709fa1.mp4
1227,Hope… sometimes its all we have. #wisdom #motivation #dailyinspiration,0,30,36,1,25,0,13,2024-09-01 17:31:24,kinha,rate,1.4324324324324325,0.8108108108108109,2,https://video-cdn.socialverseapp.com/kinha_1a85bfc7-32f6-4d56-b78b-6edcee4eeeaa.mp4
1258,Risposta a @Franky Sospiry  Do you hold SOLANA_ 👀 Let me know what coin I should do next 👇🏻🤯 #solana #sol #altcoin #crypto,1,46,92,3,16,0,103,2024-09-12 12:45:03,kinha,rate,0.3763440860215054,0.4946236559139785,22,https://video-cdn.socialverseapp.com/kinha_8ce7e46d-978e-4b75-b6bc-0c31a1a00ccf.mp4
1236,‘Love thyself’. #motivation #inspiration #dailywisdom,0,62,84,1,23,3,90,2024-09-02 19:49:23,kinha,rate,0.6588235294117647,0.7294117647058823,2,https://video-cdn.socialverseapp.com/kinha_562e5f50-bed3-499b-b182-7b894501a709.mp4
1230,Many talk of “hustle” these days. But the idea that working longer and harder makes you more productive and better is outdated.This quick episode walks you through my philosophy on this essential insight,0,29,69,6,44,0,66,2024-09-01 17:36:42,kinha,rate,0.45714285714285713,0.4142857142857143,2,https://video-cdn.socialverseapp.com/kinha_f2ecce78-0c97-412c-bd60-1a2776e527ad.mp4
1100,Cheri Mah in The Diary of a CEO hosted by @Steven Bartlett 🤯 - #sleeptime #sleeptips #naps #thediaryofaceo .mp4,0,69,58,4,35,0,5,2024-08-08 16:08:50,kinha,rate,2.0677966101694913,1.1694915254237288,2,https://video-cdn.socialverseapp.com/kinha_07ba5851-cba6-402b-8431-ed9c7e3d33b2.mp4
789,jesus..is..my..hero,0,56,72,7,43,0,0,2024-04-08 05:14:51,kinha,rate,1.7534246575342465,0.7671232876712328,2,https://video-cdn.socialverseapp.com/kinha_a3f450c7-ce1e-494a-bec4-45c172fa1992.mp4
1207,Women love it when you make plans… 💯 - Credits_ YMH Studios #relationshipadviceformen #relationshipsadvice #relationshiptip #relationshipadvicefortheguys #realtalks,0,55,82,3,31,0,70,2024-08-28 16:31:12,kinha,rate,0.8072289156626506,0.6626506024096386,2,https://video-cdn.socialverseapp.com/kinha_b5283e1f-40c5-4aff-9786-ed8835ef77af.mp4
1238,That’s so much worse… 😬 - Matt Rife - #friendshipquote #friendshiptip #relationshipsadvice #relationshiptip #realtalks #mattrife,0,50,111,1,29,0,78,2024-09-02 20:01:44,kinha,rate,0.7410714285714286,0.44642857142857145,2,https://video-cdn.socialverseapp.com/kinha_87f8ee6f-fd22-426c-ac31-6d37f2ca5f6b.mp4
1209,Mind coloring… never thought of it that way. #wisdom #daikymotivation #dailyinspiration,0,3,67,3,29,0,38,2024-08-28 16:33:12,kinha,rate,0.47058823529411764,0.04411764705882353,2,https://video-cdn.socialverseapp.com/kinha_5b47c9fc-d911-4bbe-a596-1887c8533393.mp4
11,Recipe for a flow state,0,45,61,7,36,8,0,2023-10-23 19:20:07,afrobeezy,rate,1.7096774193548387,0.7258064516129032,2,https://video-cdn.socialverseapp.com/michael_9f5b241d-d40e-4946-be5d-711448b7e0f4.mp4
1213,Type YES if you agree 🙏🏽 #leadership #productivity #service #critics,0,60,53,1,27,0,145,2024-08-29 13:32:27,kinha,rate,-0.5925925925925926,1.1111111111111112,2,https://video-cdn.socialverseapp.com/kinha_1b8c72e0-fbca-4768-b416-afbf82e7582f.mp4
1110,You can win the “Rat Race” but you will still be a “Rat”… sometimes a small push can send you on a wonder spiritual journey for the rest of your life. #amazing #spirituality #motivation #wisdom,0,56,77,5,35,1,0,2024-08-09 18:25:10,kinha,rate,1.705128205128205,0.717948717948718,2,https://video-cdn.socialverseapp.com/kinha_e9c3dc2f-935b-4dcf-9306-3037a7ac1e0e.mp4
892,"New Urgent Message from GOD Only for You, Come Love Of GOD is Calling You, Lord Helps",0,26,49,2,28,0,0,2024-04-12 03:01:55,kinha,rate,1.5,0.52,2,https://video-cdn.socialverseapp.com/kinha_3ee63e1b-7af2-4769-9b35-1df2387a057a.mp4
641,3 types of people you will encounter in life.,0,44,52,8,35,0,0,2024-03-25 11:11:06,kinha,rate,1.8113207547169812,0.8301886792452831,2,https://video-cdn.socialverseapp.com/kinha_29dc2aad-a924-4160-929e-f2f99e2086b2.mp4
34,Learn to think,0,67,36,8,36,0,0,2023-10-26 20:08:49,afrobeezy,rate,2.7837837837837838,1.8108108108108107,2,https://video-cdn.socialverseapp.com/afrobeezy_beece91e-d4e0-49be-ac1d-6534a29201a0.mp4
897,prayer changes person who pray amazing god amen god jesus jesuslover jesuschrist jesusislord christianity,0,10,67,3,36,0,0,2024-04-12 03:03:55,kinha,rate,1.1323529411764706,0.14705882352941177,2,https://video-cdn.socialverseapp.com/kinha_bf9c8d8a-f2d7-4e1c-9270-5804f7b4761f.mp4
866,father lourd I am in your presence once again jesus,0,50,55,3,31,0,0,2024-04-11 03:46:09,kinha,rate,1.875,0.8928571428571429,2,https://video-cdn.socialverseapp.com/kinha_a05cd111-b37a-4c67-a6e8-df374bdd8b8d.mp4
1102,I’m on a monomaniacal mission to help millions of our brothers and sisters  Formula so they reclaim intimacy with their greatest selves.mp4,0,51,51,4,37,0,0,2024-08-08 16:16:38,kinha,rate,1.9615384615384615,0.9807692307692307,2,https://video-cdn.socialverseapp.com/kinha_b0bd185e-b9e9-4764-b75b-5a03065c8af1.mp4
590,Unknown Title,5,59,163,7,35,0,16,2023-12-11 05:32:39,kinha,rate,1.2560975609756098,0.3597560975609756,2,https://video-cdn.socialverseapp.com/kinha_6ae0dbb4-0617-46cc-a73e-978a608256c7.mp4
1226,Wisdom comes from knowing that what others say about you is not your reality. It’s their reality. #dailywisdom #inspiration #dailyawakenings,0,8,62,2,35,0,22,2024-09-01 17:30:48,kinha,rate,0.7619047619047619,0.12698412698412698,2,https://video-cdn.socialverseapp.com/kinha_4adba5de-a487-4720-b6f2-ffe3eb7efafc.mp4
1232,How to overcome addictions… 🤯 - Tony Robbins - Credits_ Lewis Howes - #addictions #overcomingaddiction #realtalks #tonyrobbins,0,16,47,4,36,0,42,2024-09-01 17:37:40,kinha,rate,0.4375,0.3333333333333333,2,https://video-cdn.socialverseapp.com/kinha_166b81d1-c3bb-4da9-a873-a2ba63d04452.mp4
1208,Agree or disagree_ #dailywisdom #learningontiktok #motivation,0,53,81,4,34,2,69,2024-08-28 16:31:47,kinha,rate,0.7926829268292683,0.6463414634146342,2,https://video-cdn.socialverseapp.com/kinha_22eb6c3a-a90b-448a-92d1-a168ce563c5a.mp4
696,I am with you,0,6,26,7,35,1,4,2024-04-02 09:44:02,kinha,rate,1.037037037037037,0.2222222222222222,2,https://video-cdn.socialverseapp.com/kinha_8e061b7f-763c-42e8-9ed5-f6545311de62.mp4
769,these orthodox monks,1,19,62,4,36,0,0,2024-04-04 03:45:05,kinha,rate,1.2857142857142858,0.30158730158730157,2,https://video-cdn.socialverseapp.com/kinha_ba6f332d-de59-4fe4-8051-6db1255c2dc3.mp4
171,Unknown Title,0,46,91,6,27,0,1,2023-11-09 09:25:20,kinha,rate,1.4782608695652173,0.5,2,https://video-cdn.socialverseapp.com/kinha_12eb9b49-792a-42a4-bb06-0a578b9d62ca.mp4
131,Unknown Title,0,26,52,6,28,0,0,2023-11-08 17:48:08,kinha,rate,1.471698113207547,0.49056603773584906,2,https://video-cdn.socialverseapp.com/kinha_16142c01-a0bb-4f88-bd31-a3c4aeb8a1df.mp4
47,be aware...,0,16,56,5,26,0,0,2023-10-30 15:35:07,mike,rate,1.263157894736842,0.2807017543859649,2,https://video-cdn.socialverseapp.com/mike_f7d55645-06ad-46fb-b4eb-7f435d6d1208.mp4
436,Unknown Title,0,63,72,7,26,0,0,2023-11-27 02:35:53,kinha,rate,1.8493150684931507,0.863013698630137,2,https://video-cdn.socialverseapp.com/kinha_43d45ead-537b-4e51-99a1-ec7f4b02b1ea.mp4
419,Unknown Title,0,2,66,5,28,0,0,2023-11-24 04:11:53,kinha,rate,1.0149253731343284,0.029850746268656716,2,https://video-cdn.socialverseapp.com/kinha_fa9c0427-61d7-4ebf-9c4f-91219caf6406.mp4
363,Unknown Title,0,20,55,9,26,0,0,2023-11-21 13:27:19,kinha,rate,1.3392857142857142,0.35714285714285715,2,https://video-cdn.socialverseapp.com/kinha_d71da914-f235-4a13-97c5-d51b1b2c2058.mp4
916,Isaiah 43-18 This verse reminds us to forget about the past and don’t think about such things,0,9,27,3,24,0,0,2024-04-15 02:41:53,kinha,rate,1.2857142857142858,0.32142857142857145,2,https://video-cdn.socialverseapp.com/kinha_8c8cb3b6-8999-40dc-ae34-53e14ac5a021.mp4
1101,"Women are killing it, how do we lift up men to make better partners for them_ #wisdom #inspiration #motivation .mp4",1,57,84,6,17,0,0,2024-08-08 16:11:14,kinha,rate,1.6588235294117648,0.6705882352941176,2,https://video-cdn.socialverseapp.com/kinha_d1990d1e-12cd-46d1-9242-595bcc4b2284.mp4
781,introduction vid by-  King,0,40,41,5,30,0,0,2024-04-05 19:52:36,kinha,rate,1.9285714285714286,0.9523809523809523,2,https://video-cdn.socialverseapp.com/kinha_c1ffed33-baa4-455e-a2e8-5986fcaddea6.mp4
633,The Perspective Limiter.,0,55,108,6,30,0,14,2024-01-11 18:33:04,tarak,rate,1.3669724770642202,0.5045871559633027,2,https://video-cdn.socialverseapp.com/tarak_9b59f38a-2fa9-4fd0-b8ec-53a836121b0c.mp4
1060,Alpha and Omega 😱,1,20,100,5,31,0,4,2024-04-25 10:54:52,kinha,rate,1.1485148514851484,0.19801980198019803,2,https://video-cdn.socialverseapp.com/kinha_3c237e6c-2f12-48a4-baef-caa74c5e36dd.mp4
512,Unknown Title,0,42,68,11,26,0,18,2023-12-02 12:57:09,kinha,rate,1.3333333333333333,0.6086956521739131,2,https://video-cdn.socialverseapp.com/kinha_f5e729c9-b120-4b38-a991-b1975f0fd113.mp4
378,Unknown Title,0,21,58,5,17,0,0,2023-11-23 05:21:03,kinha,rate,1.3389830508474576,0.3559322033898305,2,https://video-cdn.socialverseapp.com/kinha_562949b3-9a9d-4232-a2bd-cee1c5fca77e.mp4
782,follow my other acc-  - idea-  عظيم,0,4,62,9,34,0,0,2024-04-05 19:52:59,kinha,rate,1.0476190476190477,0.06349206349206349,2,https://video-cdn.socialverseapp.com/kinha_4a1a9efc-83c9-473b-8466-ee8aaa111ccf.mp4
386,Unknown Title,0,4,77,7,34,0,0,2023-11-23 05:31:36,kinha,rate,1.0384615384615385,0.05128205128205128,2,https://video-cdn.socialverseapp.com/kinha_238376f4-8993-4dd8-8527-84c291a75c44.mp4
817,With God by your side nothing can stop you,0,27,83,6,38,0,19,2024-04-09 09:38:38,kinha,rate,1.0833333333333333,0.32142857142857145,2,https://video-cdn.socialverseapp.com/kinha_1b38e477-6cf4-4bae-985c-cd3f4dcb70c2.mp4
865,Moment of prayer jesus god heavenly father,0,11,36,4,32,0,0,2024-04-11 03:45:48,kinha,rate,1.2702702702702702,0.2972972972972973,2,https://video-cdn.socialverseapp.com/kinha_602fea11-5933-4365-a412-b2bf1e30710a.mp4
812,The story of St. Peter and the upside down cross,0,19,57,6,33,0,0,2024-04-09 09:36:38,kinha,rate,1.3103448275862069,0.3275862068965517,2,https://video-cdn.socialverseapp.com/kinha_fda774d1-25be-48b0-8607-94e0f6a18331.mp4
100,Unknown Title,0,43,74,9,37,1,6,2023-11-07 13:25:18,kinha,rate,1.48,0.5733333333333334,2,https://video-cdn.socialverseapp.com/kinha_571af3f9-91c2-43f3-8e23-35ad41ec1fcb.mp4
85,Fun fact: Oscar Wilde was a homosexual. I think that sort of adds another layer of perspective to this quote. Almost as if he was viewing the relationships between men and women from an outside point of view.,0,19,58,7,22,0,0,2023-11-06 13:05:57,kinha,rate,1.305084745762712,0.3220338983050847,2,https://video-cdn.socialverseapp.com/kinha_6c5d96da-f27c-43b9-bef5-63d919e7eaee.mp4
137,Unknown Title,0,15,74,10,20,0,0,2023-11-08 18:14:39,kinha,rate,1.1866666666666668,0.2,2,https://video-cdn.socialverseapp.com/kinha_16d30c76-d5d3-4b40-ad0b-f1a5054dcb85.mp4
176,AI Voice Edits take over Social Media,0,29,31,11,34,0,0,2023-11-09 10:51:11,kinha,rate,1.875,0.90625,2,https://video-cdn.socialverseapp.com/kinha_01ce9078-9caa-405f-9db0-48bd559afc08.mp4
362,Unknown Title,0,28,61,11,21,0,0,2023-11-21 13:26:51,kinha,rate,1.435483870967742,0.45161290322580644,2,https://video-cdn.socialverseapp.com/kinha_f4225112-c297-4a00-b242-4922a2e0ee1b.mp4
837,No more things of this world Amen,0,2,74,9,24,0,0,2024-04-10 17:28:11,kinha,rate,1.0133333333333334,0.02666666666666667,2,https://video-cdn.socialverseapp.com/kinha_2b172749-54ee-430c-83f4-11a57f20fa53.mp4
166,Unknown Title,0,62,49,8,14,0,0,2023-11-09 09:23:37,kinha,rate,2.22,1.24,2,https://video-cdn.socialverseapp.com/kinha_8f5b3c3f-7179-45f0-81f8-75a2b73fa9a9.mp4
209,Unknown Title,0,25,92,7,30,0,0,2023-11-13 10:32:15,kinha,rate,1.2580645161290323,0.26881720430107525,2,https://video-cdn.socialverseapp.com/kinha_264084b5-96f5-4ae5-b8dd-8c19f4c39cbb.mp4
19,WE ARE MADE OF STARS,0,63,137,20,16,1,15,2023-10-23 22:11:52,afrobeezy,rate,1.3405797101449275,0.45652173913043476,2,https://video-cdn.socialverseapp.com/michael_1085c54c-26e8-4691-8558-f618f7b5732f.mp4
16,act now!,0,45,67,11,22,0,2,2023-10-23 21:59:56,afrobeezy,rate,1.6176470588235294,0.6617647058823529,2,https://video-cdn.socialverseapp.com/michael_43c678cf-7a8f-4f8a-b7d5-b518e206be01.mp4
788,Prayer before bed,1,52,26,6,35,0,12,2024-04-08 05:14:33,kinha,rate,2.4444444444444446,1.9259259259259258,2,https://video-cdn.socialverseapp.com/kinha_99bc1572-7377-4ff5-9735-c9746c45141a.mp4
775,part 2,0,49,76,4,33,0,0,2024-04-05 19:50:05,kinha,rate,1.6233766233766234,0.6363636363636364,2,https://video-cdn.socialverseapp.com/kinha_2ebcfae8-8d37-47af-aba2-7a6fb6f0ba07.mp4
29,How to be disciplined,0,42,74,8,35,0,0,2023-10-25 20:03:37,afrobeezy,rate,1.5466666666666666,0.56,2,https://video-cdn.socialverseapp.com/afrobeezy_eba5e7c7-cb29-4836-a66a-ef77fbefe76c.mp4
158,Unknown Title,0,56,95,9,28,0,14,2023-11-08 18:44:44,kinha,rate,1.4270833333333333,0.5833333333333334,2,https://video-cdn.socialverseapp.com/kinha_bfe5414a-922f-4af3-a037-4da0f81550af.mp4
175,Unknown Title,4,54,70,9,28,0,0,2023-11-09 09:27:05,kinha,rate,1.7464788732394365,0.7605633802816901,2,https://video-cdn.socialverseapp.com/kinha_4e2b259f-ddec-4f7e-87d1-31c49cd92d14.mp4
767,brazilian 🗣,1,30,53,15,17,0,0,2024-04-04 03:43:55,kinha,rate,1.537037037037037,0.5555555555555556,2,https://video-cdn.socialverseapp.com/kinha_284132c4-73a4-4266-b60a-6f7733659eda.mp4
38,meditate🧘‍♂️,0,45,87,16,16,0,8,2023-10-30 15:03:10,mike,rate,1.4090909090909092,0.5113636363636364,2,https://video-cdn.socialverseapp.com/mike_27ab00b6-e06c-4149-9a80-4d7ba60d50a8.mp4
770,lucifer or LOSEfer,0,43,56,17,12,0,1,2024-04-04 03:45:37,kinha,rate,1.719298245614035,0.7543859649122807,2,https://video-cdn.socialverseapp.com/kinha_55159a33-23c4-43c2-af89-0d034aac051d.mp4
165,Unknown Title,0,16,92,15,19,0,0,2023-11-09 09:23:17,kinha,rate,1.1612903225806452,0.17204301075268819,2,https://video-cdn.socialverseapp.com/kinha_ecc1cd3b-6c9b-4814-ae25-d4d7c2b79fcc.mp4
540,Unknown Title,1,61,108,40,8,2,25,2023-12-04 08:15:31,kinha,rate,1.3211009174311927,0.5596330275229358,2,https://video-cdn.socialverseapp.com/kinha_5efd02fb-fe57-4708-8a0c-850119f54931.mp4
150,Unknown Title,0,27,86,27,13,1,14,2023-11-08 18:42:34,kinha,rate,1.1379310344827587,0.3103448275862069,2,https://video-cdn.socialverseapp.com/kinha_7e0d0b98-c682-4879-b6a8-bb090c9d186b.mp4
1059,👉Bible Verse # 22 ✝ #Godisgood #jesuschrist,1,54,97,17,17,0,0,2024-04-25 10:54:27,kinha,rate,1.5408163265306123,0.5510204081632653,2,https://video-cdn.socialverseapp.com/kinha_c705f6c7-f95b-47f0-8859-862be936e59a.mp4
779,You really changed these past year what happen?,0,29,99,16,18,0,7,2024-04-05 19:51:50,kinha,rate,1.21,0.29,2,https://video-cdn.socialverseapp.com/kinha_a4100924-0e7a-431b-b1d5-8eb807e0ea29.mp4
173,Unknown Title,1,68,115,47,4,0,10,2023-11-09 09:26:05,kinha,rate,1.4913793103448276,0.5862068965517241,2,https://video-cdn.socialverseapp.com/kinha_b6d428b1-0847-4fa3-8ef8-07ffb8855e49.mp4
44,escape the matrix,0,54,134,39,7,0,1,2023-10-30 15:22:09,mike,rate,1.385185185185185,0.4,2,https://video-cdn.socialverseapp.com/mike_7b287972-bfb6-40dd-906d-110d84f119f0.mp4
46,reject cheap dopamine,0,21,53,5,34,0,0,2023-10-30 15:33:38,mike,rate,1.3703703703703705,0.3888888888888889,2,https://video-cdn.socialverseapp.com/mike_81d5233b-a991-40e4-b62a-a0e21cce2f37.mp4
551,Unknown Title,1,58,93,12,22,3,12,2023-12-05 11:54:33,kinha,rate,1.4787234042553192,0.6170212765957447,2,https://video-cdn.socialverseapp.com/kinha_65710536-3615-49d8-88d6-380ff98e337a.mp4
15,Our Existential Situation,0,64,70,9,33,0,0,2023-10-23 21:56:08,afrobeezy,rate,1.8873239436619718,0.9014084507042254,2,https://video-cdn.socialverseapp.com/michael_b09d05b2-b2ec-4136-b14e-36483ff6a406.mp4
84,Just focus on today.,0,84,97,10,29,0,0,2023-11-06 13:01:31,kinha,rate,1.846938775510204,0.8571428571428571,2,https://video-cdn.socialverseapp.com/kinha_1cf00dde-a18e-4bbf-b74b-0c4a840c83f3.mp4
130,Unknown Title,0,28,94,9,28,0,0,2023-11-08 17:47:30,kinha,rate,1.2842105263157895,0.29473684210526313,2,https://video-cdn.socialverseapp.com/kinha_596f6991-df85-4152-b0a0-0081faecf476.mp4
177,New alarm clock,0,32,54,15,21,0,9,2023-11-09 10:52:47,kinha,rate,1.4,0.5818181818181818,2,https://video-cdn.socialverseapp.com/kinha_c3b85903-1e6d-4008-a124-3b860afa1d33.mp4
722,He saved us -,1,38,92,6,25,0,0,2024-04-03 06:43:27,kinha,rate,1.3978494623655915,0.40860215053763443,2,https://video-cdn.socialverseapp.com/kinha_88b7e50d-3159-43d0-8bbb-4ffd08961c92.mp4
30,Ask yourself,0,69,77,6,35,0,2,2023-10-25 20:11:46,afrobeezy,rate,1.8461538461538463,0.8846153846153846,2,https://video-cdn.socialverseapp.com/afrobeezy_26912941-3a15-4a7e-b0e9-1f5bc6525de8.mp4
49,2 truths to set you free,0,44,51,6,31,0,0,2023-10-30 15:40:30,mike,rate,1.8269230769230769,0.8461538461538461,2,https://video-cdn.socialverseapp.com/mike_7482a8eb-e255-4f46-bd6a-29d809324cd8.mp4
86,Revolutionizing Men's Mental Health: Your $0.99 Matters,2,32,129,12,29,0,22,2023-11-06 13:09:08,kinha,rate,1.0692307692307692,0.24615384615384617,2,https://video-cdn.socialverseapp.com/kinha_64cc8197-8e8a-4a17-88d7-de97e3692324.mp4
164,Unknown Title,1,48,84,7,40,0,3,2023-11-09 09:23:02,kinha,rate,1.5176470588235293,0.5647058823529412,2,https://video-cdn.socialverseapp.com/kinha_ff227d46-c4ae-4540-989d-01c00df0a3c7.mp4
517,Unknown Title,2,74,79,5,43,0,5,2023-12-02 12:59:05,kinha,rate,1.85,0.925,2,https://video-cdn.socialverseapp.com/kinha_3edd6a16-28e9-402c-9e9b-448ff9bea66e.mp4
513,Unknown Title,2,37,70,6,27,0,10,2023-12-02 12:57:30,kinha,rate,1.3661971830985915,0.5211267605633803,2,https://video-cdn.socialverseapp.com/kinha_ff4ccadb-7c93-49c8-9949-3b9a22335911.mp4
549,Unknown Title,0,48,97,43,6,1,4,2023-12-04 08:31:00,kinha,rate,1.4387755102040816,0.4897959183673469,2,https://video-cdn.socialverseapp.com/kinha_7a17ca41-78f3-4af4-8408-754a746c648e.mp4
724,follow my insta- tiktoknaohk -,0,60,60,19,19,0,4,2024-04-03 06:44:28,kinha,rate,1.901639344262295,0.9836065573770492,2,https://video-cdn.socialverseapp.com/kinha_3b4b87e6-3156-442a-8399-25d325e3a7ce.mp4
35,Life is shorter than you think,0,73,51,6,33,0,0,2023-10-26 20:14:02,afrobeezy,rate,2.3846153846153846,1.4038461538461537,2,https://video-cdn.socialverseapp.com/afrobeezy_3f19d866-6742-448b-9958-90e28ed9e3ec.mp4
148,Unknown Title,0,56,115,7,38,2,10,2023-11-08 18:42:01,kinha,rate,1.3879310344827587,0.4827586206896552,2,https://video-cdn.socialverseapp.com/kinha_ae59158d-fe8e-4834-8a52-8acbb853c89a.mp4
434,Unknown Title,0,32,86,7,33,0,0,2023-11-27 02:35:16,kinha,rate,1.3563218390804597,0.367816091954023,2,https://video-cdn.socialverseapp.com/kinha_339fec3d-5a29-4958-8057-fc31d957f893.mp4
583,Unknown Title,2,57,74,7,44,0,10,2023-12-11 05:30:34,kinha,rate,1.6133333333333333,0.76,2,https://video-cdn.socialverseapp.com/kinha_45eba31d-c673-454a-af99-a55dd49da9ee.mp4
23,Direct your energy on the right things,0,39,72,7,28,0,0,2023-10-24 17:34:41,afrobeezy,rate,1.5205479452054795,0.5342465753424658,2,https://video-cdn.socialverseapp.com/michael_4901cc10-76ef-4dda-b198-1c6699b19043.mp4
43,why are you here?,0,41,95,34,9,0,0,2023-10-30 15:20:39,mike,rate,1.4166666666666667,0.4270833333333333,2,https://video-cdn.socialverseapp.com/mike_c9f856b2-89aa-41b3-a85b-a86919ef71c2.mp4
727,"there is no other God, but Jesus Christ -",2,34,91,6,30,0,2,2024-04-03 07:04:24,kinha,rate,1.3369565217391304,0.3695652173913043,2,https://video-cdn.socialverseapp.com/kinha_fb5521b7-c1ee-49f3-83c3-984b8b497baf.mp4
461,Unknown Title,0,43,92,7,27,0,8,2023-11-30 08:16:36,kinha,rate,1.3655913978494623,0.46236559139784944,2,https://video-cdn.socialverseapp.com/kinha_59e35c41-9768-4981-8b0a-d8f05c9b1727.mp4
33,Enough is enough,0,41,74,27,19,0,29,2023-10-25 20:16:17,afrobeezy,rate,1.1466666666666667,0.5466666666666666,2,https://video-cdn.socialverseapp.com/afrobeezy_6f521267-2916-47e0-a744-b35d8dedf607.mp4
160,Unknown Title,0,38,98,5,28,0,12,2023-11-08 18:45:15,kinha,rate,1.2525252525252526,0.3838383838383838,2,https://video-cdn.socialverseapp.com/kinha_2d358b44-38c1-46ba-a7d2-040796551552.mp4
153,Unknown Title,2,23,91,6,25,1,12,2023-11-08 18:43:23,kinha,rate,1.108695652173913,0.25,2,https://video-cdn.socialverseapp.com/kinha_a81d4523-baee-4e2c-8644-86d3bab1573b.mp4
152,Unknown Title,0,59,113,8,36,1,6,2023-11-08 18:43:06,kinha,rate,1.456140350877193,0.5175438596491229,2,https://video-cdn.socialverseapp.com/kinha_ecc37b60-eb80-4e54-b4d9-9ee0797141f7.mp4
558,Unknown Title,3,77,98,8,34,0,10,2023-12-05 11:56:41,kinha,rate,1.6666666666666667,0.7777777777777778,2,https://video-cdn.socialverseapp.com/kinha_00043ceb-bb9d-4053-9d96-9796d8eca513.mp4
60,flip the switch,2,64,78,6,27,0,3,2023-11-01 15:16:08,afrobeezy,rate,1.759493670886076,0.810126582278481,2,https://video-cdn.socialverseapp.com/afrobeezy_a8b7f0e4-6d54-4e17-97de-f7c2762e7f54.mp4
56,keep on fighting!! 😤,0,55,65,34,6,0,2,2023-10-31 14:47:25,mike,rate,1.7878787878787878,0.8333333333333334,2,https://video-cdn.socialverseapp.com/mike_1b7f948e-b731-4a52-9d07-29ed6113dfa8.mp4
36,Knowledge will liberate you,0,73,82,11,30,0,0,2023-10-26 20:15:13,afrobeezy,rate,1.8674698795180722,0.8795180722891566,2,https://video-cdn.socialverseapp.com/afrobeezy_9e478b1b-b8c5-4345-9360-d25ed1aeeb30.mp4
14,Peak Performance?,0,71,95,6,28,0,6,2023-10-23 21:48:07,afrobeezy,rate,1.6666666666666667,0.7395833333333334,2,https://video-cdn.socialverseapp.com/michael_426fc35d-60e3-4bc2-8eb4-a555860ac3d3.mp4
516,Unknown Title,0,31,85,20,15,0,14,2023-12-02 12:58:43,kinha,rate,1.186046511627907,0.36046511627906974,2,https://video-cdn.socialverseapp.com/kinha_92f98006-710c-45d4-9922-d6a19959638e.mp4
629,Unknown Title,0,74,91,6,36,0,11,2023-12-31 17:48:29,afrobeezy,rate,1.673913043478261,0.8043478260869565,2,https://video-cdn.socialverseapp.com/afrobeezy_eead166e-7077-4684-a254-ac2e83b12410.mp4
143,Unknown Title,0,46,108,33,17,0,29,2023-11-08 18:40:39,kinha,rate,1.146788990825688,0.42201834862385323,2,https://video-cdn.socialverseapp.com/kinha_8a46a710-123b-4f79-9157-fa3b7cc6b31d.mp4
